"AnnualRefresh","Area","CompanyAltName","CompanyName","Degree","EquitySchedule","Experience","ExperienceLevel","GreenCard","JobFunction","JobType","Level","OtherOffer","PositionType","PostTime","PostTitle","PostUser","PromotionPkg","RelocationFee","Satisfaction","Season","Source","SpiderTime","URL","Year","_type"
"-","BayArea","-","阿里巴巴","硕士","0 50 25 25","3-5年","在职跳槽","入职就办","码农类General","全职","8","无","IC (Individual Contributor 技术岗，不管人)","null","阿里巴巴湾区包","倒序浏览","-","-","-","7-9月","猎头","1.538876940868E12","http://www.1point3acres.com/bbs/thread-441962-1-1.html","2018","TrailItem"
"-","BayArea","Wish","-","硕士","25%","1-3年","在职跳槽","-","码农类General","全职","4","Google, Pinterest, Amazon","IC (Individual Contributor 技术岗，不管人)","null","Wish 诚意包","堕落的猴子","-","-","满意，不去","10-12月","猎头","1.538876940944E12","http://www.1point3acres.com/bbs/thread-318926-1-1.html","2017","TrailItem"
"-","BayArea","-","Facebook","本科","1/4","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","3","-","IC (Individual Contributor 技术岗，不管人)","null","fb new grad 求建议(西雅图vs湾区)","cheng子说啥说","-","-","-","7-9月","实习ReturnOffer","1.538876941649E12","http://www.1point3acres.com/bbs/thread-442247-1-1.html","2018","TrailItem"
"Based on performance","BayArea","-","Apple","硕士","every 6 mon / 4 yr","3-5年","在职跳槽","进去就给办","电路/电子/半导体类","全职","-","低于目前","IC (Individual Contributor 技术岗，不管人)","null","郭嘉包袱求鉴定","LittleXuanXuan","-","-","可能不去，略微纠结","7-9月","猎头","1.538876941664E12","http://www.1point3acres.com/bbs/thread-445180-1-1.html","2018","TrailItem"
"-","Greater Boston Area","Wayfair, Roblox, Indeed, Qualtrics, Bloomberg","Wayfair","硕士","4y","5-10年","在职跳槽","不需要","码农类General","全职","-","谈后的价格，使用当前工资谈","IC (Individual Contributor 技术岗，不管人)","null","2018夏秋找非主流工作总结","bobogreat","-","-","-","7-9月","网上海投","1.538876942652E12","http://www.1point3acres.com/bbs/thread-444878-1-1.html","2018","TrailItem"
"-","Greater Seattle Area","-","Amazon","硕士","5/15/40/40","<3个月短暂实习/全职","fresh grad应届毕业生","-","MachineLearningEng","全职","4","-","IC (Individual Contributor 技术岗，不管人)","null","Amazon Applied Scientist Return Offer","sean51623","-","10000","-","7-9月","实习ReturnOffer","1.538876942722E12","http://www.1point3acres.com/bbs/thread-443180-1-1.html","2018","TrailItem"
"-","BayArea","-","Nvidia","博士","25% - 25% - 25% -25%","3个月-1年","fresh grad应届毕业生","-","码农类General","全职","-","无","IC (Individual Contributor 技术岗，不管人)","null","Nvidia return offer package","zhangkaial","-","1.2k","还好，可去可不去","4-6月","实习ReturnOffer","1.538876943236E12","http://www.1point3acres.com/bbs/thread-444629-1-1.html","2018","TrailItem"
"-","BayArea","-","Google","硕士","1/4","1-3年","在职跳槽","-","码农类General","全职","3","下周去面特别硬和amz","IC (Individual Contributor 技术岗，不管人)","null","谷歌T3普通球？","tytytyww","-","有个package","-","7-9月","内推","1.538876943803E12","http://www.1point3acres.com/bbs/thread-444432-1-1.html","2018","TrailItem"
"-","BayArea","Turo","-","硕士","4years","3个月-1年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","神速 startup 报价","天择","-","-","-","7-9月","Other","1.538876944371E12","http://www.1point3acres.com/bbs/thread-438641-1-1.html","2018","TrailItem"
"-","Greater Boston Area","-","Wayfair","硕士","N/A","1-3年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Wayfair 自定义包","thisisztx","-","-","-","7-9月","猎头","1.538876945812E12","http://www.1point3acres.com/bbs/thread-444784-1-1.html","2018","TrailItem"
"yes","Greater Seattle Area","-","Airbnb","硕士","25-25-25-25","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","3","Vmware","IC (Individual Contributor 技术岗，不管人)","null","爱彼迎 2018 New Grad 包","tangzhou0227","-","11000","去","10-12月","内推","1.538876948612E12","http://www.1point3acres.com/bbs/thread-300607-1-1.html","2017","TrailItem"
"-","Greater New York Area","-","Bloomberg","硕士","-","3-5年","在职跳槽","-","码农类General","全职","-","无","IC (Individual Contributor 技术岗，不管人)","null","bloomberg senior sde 三年经验","xuanyue","-","10000","打算去","7-9月","猎头","1.53887694878E12","http://www.1point3acres.com/bbs/thread-445295-1-1.html","2018","TrailItem"
"-","BayArea","-","Google","硕士","4","3-5年","在职跳槽","-","码农类General","全职","4","Apple Pure Storage etc","IC (Individual Contributor 技术岗，不管人)","null","狗狗T4mtv 包裹","attaboyheart","-","-","应该去了","7-9月","内推","1.53887694884E12","http://www.1point3acres.com/bbs/thread-442448-1-1.html","2018","TrailItem"
"-","BayArea","-","-","硕士","quarterly","11-15年","在职跳槽","已有","电路/电子/半导体类","全职","-","正在等","Other","null","湾区AR startup 包裹求建议","sotonren","-","none","不确定，请求大家建议","7-9月","猎头","1.53887695077E12","http://www.1point3acres.com/bbs/thread-436889-1-1.html","2018","TrailItem"
"根据级别和表现refresh","BayArea","-","Facebook","硕士","25/25/25/25","1-3年","在职跳槽","给办","分析|数据科学类","全职","4","-","IC (Individual Contributor 技术岗，不管人)","null","FB DS 包裹","AgentZero_","-","25k","-","7-9月","网上海投","1.538876950794E12","http://www.1point3acres.com/bbs/thread-439741-1-1.html","2018","TrailItem"
"","","","","","","","","","","","","","","null","如何跟亚麻家谈offer","hj330ray","","","","","","1.538876951204E12","http://www.1point3acres.com/bbs/thread-435552-1-1.html","","TrailItem"
"没听说过","BayArea","-","Amazon","硕士","5-15-40-40","5-10年","在职跳槽","-","码农类General","全职","5","-","IC (Individual Contributor 技术岗，不管人)","null","弯曲亚麻5级包","helloterran","-","-","-","4-6月","猎头","1.538876953159E12","http://www.1point3acres.com/bbs/thread-396548-1-1.html","2018","TrailItem"
"-","BayArea","SAP Labs","-","硕士","N/A","3个月-1年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","SAP 下一个天才项目 包裹","svdreamer","-","-","从了","7-9月","网上海投","1.538876953735E12","http://www.1point3acres.com/bbs/thread-445183-1-1.html","2018","TrailItem"
"-","BayArea","-","Linkedin","博士","25% * 4","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","铃音诚意包","163","-","-","-","4-6月","内推","1.538876954513E12","http://www.1point3acres.com/bbs/thread-423507-1-1.html","2018","TrailItem"
"-","BayArea","-","Facebook","硕士","25 25 25 25","1-3年","在职跳槽","-","码农类General","全职","4","Google, Oracle, Microsoft","IC (Individual Contributor 技术岗，不管人)","null","Facebook","707213056","-","-","满意，不知道","7-9月","内推","1.538876954847E12","http://www.1point3acres.com/bbs/thread-443050-1-1.html","2018","TrailItem"
"-","BayArea","EA","-","博士","1/3 first year, and then 1/6 every 6 months","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","还在等亚马逊的最终offer，和google的interview的结果","IC (Individual Contributor 技术岗，不管人)","null","美国艺电EA包裹AI Engineer II","srs90324","-","yes","-","7-9月","网上海投","1.538876955387E12","http://www.1point3acres.com/bbs/thread-442920-1-1.html","2018","TrailItem"
"unknown","BayArea","-","Apple","硕士","4 years","1-3年","在职跳槽","入职六个月后给办","码农类General","全职","3","NA","IC (Individual Contributor 技术岗，不管人)","null","水果家硬件dept的软件包","可可可可","unknown","标准包","-","4-6月","网上海投","1.5388769561E12","http://www.1point3acres.com/bbs/thread-426444-1-1.html","2018","TrailItem"
"-","Greater New York Area","-","GoldmanSachs","本科","-","1-3年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Goldman Sachs Offer","rosemary_ran","-","-","Accepted","4-6月","Other","1.538876956238E12","http://www.1point3acres.com/bbs/thread-444827-1-1.html","2018","TrailItem"
"-","Canada","Amazon","Microsoft","博士","20%,20%,20%,20%,20%","3-5年","在职跳槽","一年后办枫叶卡","码农类General","全职","","Amazon","-","null","贡献加拿大微软Senior数据点","idoggy","-","C$6.5K","不去","1-3月","网上海投","1.538876956976E12","http://www.1point3acres.com/bbs/thread-275427-1-1.html","2017","TrailItem"
"-","BayArea","Airbnb","Google","硕士","25 25 25 25","1-3年","在职跳槽","-","码农类General","全职","-","Airbnb","IC (Individual Contributor 技术岗，不管人)","null","Google pkg","siren01","-","N/A","N/A","7-9月","猎头","1.538876957629E12","http://www.1point3acres.com/bbs/thread-445576-1-1.html","2018","TrailItem"
"-","BayArea","Fortinet","-","硕士","4 years","<3个月短暂实习/全职","fresh grad应届毕业生","h1b","码农类General","全职","-","Google Contractor","IC (Individual Contributor 技术岗，不管人)","null","Fortinet 标准包，顺便求建议","jingshihao","-","-","不知道。。。","7-9月","网上海投","1.538876960795E12","http://www.1point3acres.com/bbs/thread-445615-1-1.html","2018","TrailItem"
"-","美国其他地区","AT&T","-","博士","N/A","1-3年","在职跳槽","不需要","分析|数据科学类","全职","-","有更好的offer, 无法match","IC (Individual Contributor 技术岗，不管人)","null","西海岸波特兰 数据点","patagonia","-","-","No","4-6月","网上海投","1.53887696084E12","http://www.1point3acres.com/bbs/thread-445966-1-1.html","2018","TrailItem"
"-","Greater New York Area","-","Amazon","博士","5%/15%/20%.....","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","4","matched","IC (Individual Contributor 技术岗，不管人)","null","A家西雅图SDE I","srs90324","-","lum sum or 10K","very likely","7-9月","网上海投","1.538876960851E12","http://www.1point3acres.com/bbs/thread-446051-1-1.html","2018","TrailItem"
"-","BayArea","doordash","-","硕士","-","3个月-1年","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","750 rsu是不是很低。。美国饿了么new grad offer","倒序浏览","-","5000","-","7-9月","猎头","1.538876961123E12","http://www.1point3acres.com/bbs/thread-444392-1-1.html","2018","TrailItem"
"-","BayArea","-","Google","硕士","unknown","<3个月短暂实习/全职","fresh grad应届毕业生","不给申H1B","码农类General","合同工","3","无","IC (Individual Contributor 技术岗，不管人)","null","谷歌合同工Engineering Residency","coldsnow","-","10.5k（税前）或一些搬家服务","去","4-6月","网上海投","1.538876961835E12","http://www.1point3acres.com/bbs/thread-428151-1-1.html","2018","TrailItem"
"-","BayArea","-","Linkedin","硕士","4 years","3-5年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","LinkedIn的包裹","倒序浏览","-","-","-","7-9月","猎头","1.538876962432E12","http://www.1point3acres.com/bbs/thread-441860-1-1.html","2018","TrailItem"
"-","BayArea","-","Facebook","硕士","25/25/25/25","3-5年","在职跳槽","-","码农类General","全职","4","Google","IC (Individual Contributor 技术岗，不管人)","null","脸家5月generic码农包","hh821758","-","-","去了狗","4-6月","猎头","1.538876964478E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=429217&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"2018 E5 is 120K for meet","BayArea","-","Facebook","博士","6/25% quarterly","5-10年","在职跳槽","-","码农类General","全职","5","None","IC (Individual Contributor 技术岗，不管人)","null","FB E5 2018年春","smugmug","-","-","-","4-6月","猎头","1.538876965773E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=442428&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Airbnb","本科","4 years","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","Google","IC (Individual Contributor 技术岗，不管人)","null","Airbnb New Grad (求建议)","Brian0129","-","11K","未定","10-12月","校园招聘会","1.53887696598E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=306647&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2017","TrailItem"
"-","BayArea","-","Google","本科","4 yr","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Google 本科 new grad 包","倒序浏览","-","-","-","7-9月","网上海投","1.538876966065E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=443002&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Microsoft","硕士","monthly basis","1-3年","在职跳槽","-","码农类General","全职","60","-","IC (Individual Contributor 技术岗，不管人)","null","微软offer","Derek_Han","-","-","去","7-9月","内推","1.538876967948E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=442424&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Amazon","本科","5-15-40-40","1-3年","在职跳槽","-","码农类General","全职","4","是目前的2.5.。。。","IC (Individual Contributor 技术岗，不管人)","null","亚麻SDET L4","helloterran","-","10k","已签字","7-9月","内推","1.538876968194E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=444124&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Facebook","硕士","这啥","3个月-1年","fresh grad应届毕业生","-","码农类General","全职","3","no","IC (Individual Contributor 技术岗，不管人)","null","报个FB爸爸return大包","这是一只小号喵","-","-","-","7-9月","实习ReturnOffer","1.538876968214E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=444360&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Southern California","Houzz","-","硕士","1/4 first year, 1/36 per month afterwards","3个月-1年","fresh grad应届毕业生","Sponsor","码农类General","全职","-","暂时没有其它offer","IC (Individual Contributor 技术岗，不管人)","null","Houzz MS New Grad Package","bodeplot","-","他家不给","-","1-3月","网上海投","1.538876969447E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=444427&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2019","TrailItem"
"-","Greater New York Area","-","Amazon","硕士","5 12 40 40","1-3年","在职跳槽","Day 1","码农类General","全职","5","current position at FG","IC (Individual Contributor 技术岗，不管人)","null","请亚麻内部人士帮忙分析一下包裹好坏！谢谢！","wangyanadam","-","No","-","4-6月","猎头","1.538876970013E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=434132&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater New York Area","-","Bloomberg","硕士","na","3-5年","在职跳槽","1st day","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","BB SWE 包","jwlbjtu1","-","10,000","去","4-6月","猎头","1.538876970269E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=443911&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Microsoft","博士","4 years","3-5年","在职跳槽","-","码农类General","全职","62","Google, Uber, Oracle Cloud","IC (Individual Contributor 技术岗，不管人)","null","微软社招62","ststns","-","-","不去","7-9月","内推","1.538876970529E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=442794&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Wayfair","硕士","25 25 25 25","1-3年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","U家offer","gavin92","-","-","满意，不去","7-9月","猎头","1.538876972604E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=438094&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Amazon","硕士","5/15/20+20/20+20","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","4","-","IC (Individual Contributor 技术岗，不管人)","null","Amazon 湾区17年底new grad包裹","HyperZealot","-","10k","-","10-12月","内推","1.538876972851E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=443790&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2017","TrailItem"
"-","BayArea","Walmart Lab","-","硕士","4 years","fresh grad 无实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","其他两个小offer，待遇都不怎么样","IC (Individual Contributor 技术岗，不管人)","null","Walmart Lab小包","逆樊","-","管搬家，不知道多少","可能要去了","4-6月","内推","1.538876973055E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=425663&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","instacart","-","硕士","performance based","1-3年","在职跳槽","-","码农类General","全职","3","木有","IC (Individual Contributor 技术岗，不管人)","null","instacart L3包裹","sunnybegoffers","-","15k grossed up","-","4-6月","网上海投","1.538876973099E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=434965&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","-","-","-","-","-","-","-","-","-","-","","-","-","null","Google前端T4包","linazhao128","-","-","-","-","-","1.538876973668E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=443166&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","-","TrailItem"
"-","Greater Seattle Area","OfferUp","-","博士","25% per year","3-5年","在职跳槽","-","分析|数据科学类","全职","-","没谈判，有competing offer","-","null","Senior Data Scientist @ OfferUp","diyutianshi","-","-","不","7-9月","网上海投","1.538876974763E12","http://www.1point3acres.com/bbs/thread-195354-1-1.html","2016","TrailItem"
"-","BayArea","-","Apple","硕士","25,25,25,25","1-3年","在职跳槽","-","码农类General","全职","3","Google, Microsoft, Uber, Houzz, Snapchat....","IC (Individual Contributor 技术岗，不管人)","null","Apple Offer","abcd1992719g","-","1 month salary","-","4-6月","猎头","1.538876977784E12","http://www.1point3acres.com/bbs/thread-432712-1-1.html","2018","TrailItem"
"-","BayArea","-","Pinterest","硕士","25*4","3-5年","在职跳槽","-","MachineLearningEng","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","pinterest","6339287","-","-","-","7-9月","网上海投","1.53887697794E12","http://www.1point3acres.com/bbs/thread-440107-1-1.html","2018","TrailItem"
"-","BayArea","Start Up","-","硕士","NA","3个月-1年","fresh grad应届毕业生","-","分析|数据科学类","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Start Up DS (非analytics) @ Bay  超低包","tianye2856","-","-","考虑","7-9月","内推","1.538876980121E12","http://www.1point3acres.com/bbs/thread-441829-1-1.html","2018","TrailItem"
"-","BayArea","-","Google","硕士","4 years","1-3年","在职跳槽","-","码农类General","全职","3","-","IC (Individual Contributor 技术岗，不管人)","null","狗家t3普通包","josephdesire","-","不知道多少","-","7-9月","猎头","1.538876980404E12","http://www.1point3acres.com/bbs/thread-440450-1-1.html","2018","TrailItem"
"-","Southern California","bcg","-","硕士","-","1-3年","在职跳槽","-","分析|数据科学类","全职","-","Netflix","IC (Individual Contributor 技术岗，不管人)","null","bcg offer","tianyu1314","-","-","no","4-6月","网上海投","1.538876981203E12","http://www.1point3acres.com/bbs/thread-439646-1-1.html","2018","TrailItem"
"-","BayArea","A9","-","硕士","5:15:40:40","fresh grad 无实习/全职","fresh grad应届毕业生","入职h1b","码农类General","全职","4","-","IC (Individual Contributor 技术岗，不管人)","null","A9 return package","rk123","-","-","去","7-9月","实习ReturnOffer","1.538876981259E12","http://www.1point3acres.com/bbs/thread-441741-1-1.html","2018","TrailItem"
"-","BayArea","-","Apple","硕士","4","3-5年","在职跳槽","-","码农类General","全职","-","G current","IC (Individual Contributor 技术岗，不管人)","null","果果IC4包裹 求建议","attaboyheart","-","-","在考虑","7-9月","内推","1.538876981823E12","http://www.1point3acres.com/bbs/thread-441610-1-1.html","2018","TrailItem"
"-","BayArea","Miasole","-","本科","NA","3-5年","在职跳槽","-","电路/电子/半导体类","全职","3","115k","IC (Individual Contributor 技术岗，不管人)","null","汉能控股Miasole ECE小包","chrislaw1988","两年后qualify level 4 (senior level)","NA","打算去","7-9月","网上海投","1.538876982164E12","http://www.1point3acres.com/bbs/thread-441985-1-1.html","2018","TrailItem"
"-","BayArea","-","Google","硕士","monthly","1-3年","在职跳槽","立刻办","码农类General","全职","4","fb, bb, linkedin","IC (Individual Contributor 技术岗，不管人)","null","狗家包裹 L4","倒序浏览","-","30k","去","7-9月","猎头","1.538876983069E12","http://www.1point3acres.com/bbs/thread-441128-1-1.html","2018","TrailItem"
"-","Greater New York Area","-","Amazon","博士","forget","1-3年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","亚麻offer","zhumzhu","-","-","-","4-6月","猎头","1.538876983077E12","http://www.1point3acres.com/bbs/thread-442000-1-1.html","2017","TrailItem"
"-","BayArea","-","Facebook","博士","25, 25, 25, 25","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","4","无","IC (Individual Contributor 技术岗，不管人)","null","FB PhD 实习return","倒序浏览","-","10k","应该去","7-9月","实习ReturnOffer","1.538876983418E12","http://www.1point3acres.com/bbs/thread-439772-1-1.html","2019","TrailItem"
"-","国内其他地区","腾讯","-","博士","33-33-33","3-5年","在职跳槽","-","Other","全职","4","无， 没谈判。","Other","null","去年的非典型性offer-腾讯深圳T4","bigbird13","-","100k rmb","NO","7-9月","猎头","1.538876984007E12","http://www.1point3acres.com/bbs/thread-306318-1-1.html","2016","TrailItem"
"-","BayArea","-","Amazon","博士","5-15-40-40","fresh grad 无实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Amazon AI Palo Alto 求问negotiate策略","marvinbai","-","-","在等其他的","1-3月","网上海投","1.538876984956E12","http://www.1point3acres.com/bbs/thread-315080-1-1.html","2018","TrailItem"
"-","BayArea","-","Amazon","硕士","5/15/40/40","5-10年","在职跳槽","-","码农类General","全职","2","-","IC (Individual Contributor 技术岗，不管人)","null","湾区，马鬃地球包","happyblood","-","-","比现在还低不少，打算据了","7-9月","内推","1.538876985235E12","http://www.1point3acres.com/bbs/thread-441834-1-1.html","2018","TrailItem"
"-","Pittsburgh","petuum","-","博士","4 yr","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Petuum 邢老板招博后啦","sdyy1991","-","-","这是招博后呢？","4-6月","内推","1.53887698539E12","http://www.1point3acres.com/bbs/thread-403144-1-1.html","2018","TrailItem"
"13% stock grant not guaranteed vested in 4 years","Greater Seattle Area","-","Zillow","硕士","25% 1st year, then 1/48 per month","1-3年","fresh grad应届毕业生","-","分析|数据科学类","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Zillow DS Return","bestie","-","-","-","7-9月","实习ReturnOffer","1.53887698707E12","http://www.1point3acres.com/bbs/thread-439765-1-1.html","2018","TrailItem"
"-","BayArea","-","Pinterest","博士","25/year","3-5年","在职跳槽","-","分析|数据科学类","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","报一个p家offer","humingyong","-","-","不打算去","7-9月","猎头","1.538876987957E12","http://www.1point3acres.com/bbs/thread-441675-1-1.html","2018","TrailItem"
"-","Greater Seattle Area","-","Amazon","博士","5,5,40,40","3个月-1年","fresh grad应届毕业生","6 month","分析|数据科学类","全职","-","none","Other","null","Amazon applied scientist","jincowba","-","2500","-","7-9月","实习ReturnOffer","1.538876988247E12","http://www.1point3acres.com/bbs/thread-290964-1-1.html","2018","TrailItem"
"-","Greater Seattle Area","Grab","-","博士","25% each year","3-5年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","东南亚打车app包裹","Fustang","-","-","满意，但是不去了","1-3月","内推","1.538876989076E12","http://www.1point3acres.com/bbs/thread-349662-1-1.html","2018","TrailItem"
"-","BayArea","-","Lyft","硕士","4","1-3年","在职跳槽","-","码农类General","全职","4","-","IC (Individual Contributor 技术岗，不管人)","null","lyft和一个自动驾驶research lab的offer比较","倒序浏览","-","-","-","4-6月","实习ReturnOffer","1.538876991171E12","http://www.1point3acres.com/bbs/thread-431830-1-1.html","2018","TrailItem"
"-","BayArea","-","Google","硕士","monthly","1-3年","在职跳槽","-","码农类General","全职","3","LinkedIn, Amazon","IC (Individual Contributor 技术岗，不管人)","null","狗狗T3 Google Cloud包裹 sunnyvale","damonlove","-","-","yes","7-9月","猎头","1.538876991301E12","http://www.1point3acres.com/bbs/thread-441203-1-1.html","2018","TrailItem"
"n/a","BayArea","-","Nvidia","博士","n/a","<3个月短暂实习/全职","fresh grad应届毕业生","本身绿卡","码农类General","实习","1","intel ai","IC (Individual Contributor 技术岗，不管人)","null","PhD nvidia 总部实习工资包","meame2018","n/a","2200/month","是","4-6月","猎头","1.538876991505E12","http://www.1point3acres.com/bbs/thread-427143-1-1.html","2018","TrailItem"
"-","Greater Boston Area","-","Amazon","博士","5%, 15%, 40%, 40%","<3个月短暂实习/全职","其他","-","码农类General","全职","5","Google, Pinterest","IC (Individual Contributor 技术岗，不管人)","null","Amazon Applied Scientist","kite_nus","-","-","不去","10-12月","Other","1.538876993905E12","http://www.1point3acres.com/bbs/thread-309535-1-1.html","2017","TrailItem"
"-","BayArea","-","Facebook","硕士","季度","5-10年","在职跳槽","-","码农类General","全职","5","跟目前比涨幅不大。","IC (Individual Contributor 技术岗，不管人)","null","报个脸书高包卧佛","blueski","-","-","股价低位，考虑去cao底。","4-6月","内推","1.538876993947E12","http://www.1point3acres.com/bbs/thread-440552-1-1.html","2018","TrailItem"
"25%","Greater Seattle Area","-","Oracle","硕士","25 25 25 25","1-3年","在职跳槽","3-6 months","码农类General","全职","-","Google, Microsoft, 面试还剩Facebook","IC (Individual Contributor 技术岗，不管人)","null","Oracle Cloud Infrastructure","707213056","-","10k","考虑中","7-9月","猎头","1.538876994148E12","http://www.1point3acres.com/bbs/thread-441723-1-1.html","2018","TrailItem"
"-","BayArea","-","VMWare","硕士","4 years","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","vmware propel","xuchen1230","-","15k","-","1-3月","校园招聘会","1.538876994222E12","http://www.1point3acres.com/bbs/thread-327464-1-1.html","2018","TrailItem"
"-","BayArea","-","SalesForce","硕士","25% then quarterly","3-5年","在职跳槽","进去办","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Salesforce","MAGA2020","-","14000","Yes","7-9月","内推","1.538876997109E12","http://www.1point3acres.com/bbs/thread-440543-1-1.html","2018","TrailItem"
"-","BayArea","google","Facebook","博士","25 25 25 25","5-10年","在职跳槽","not sure","码农类General","全职","","Google面的不太好，只给了L4 title，但offer里GSU给的比较多，4年总compensation还能比FB高一些","-","null","FB e6 package","Matt Guo","-","-","钱都差不多，去G显然会更悠闲，去F需要拼命。想了想决定还是去拼命吧","4-6月","内推","1.538876998144E12","http://www.1point3acres.com/bbs/thread-276647-1-1.html","2017","TrailItem"
"-","BayArea","-","SalesForce","本科","第一年25%, 剩下75%分四份发","3个月-1年","fresh grad应届毕业生","-","码农类General","全职","1","-","IC (Individual Contributor 技术岗，不管人)","null","Salesforce return 包","hackercat","-","13K","-","7-9月","实习ReturnOffer","1.538876998561E12","http://www.1point3acres.com/bbs/thread-437865-1-1.html","2018","TrailItem"
"92K stock","BayArea","-","Airbnb","硕士","25% 4年","3-5年","在职跳槽","-","码农类General","全职","-","有个lowball的google offer 和 现在微软工资","IC (Individual Contributor 技术岗，不管人)","null","airbnb offer","martin5678","-","15K","还算满意，应该会去","7-9月","内推","1.538876999E12","http://www.1point3acres.com/bbs/thread-439318-1-1.html","2018","TrailItem"
